"Time","Source","No.","Destination","Protocol","Length","Info"
"238.904403","172.217.5.14","2611","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904414","172.217.5.14","2612","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904417","192.167.7.162","2613","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=853361 Win=1474944 Len=0"
"238.904444","172.217.5.14","2614","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904447","172.217.5.14","2615","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904450","192.167.7.162","2616","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=856185 Win=1480704 Len=0"
"238.904510","172.217.5.14","2617","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904572","172.217.5.14","2618","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904575","192.167.7.162","2619","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=859009 Win=1486592 Len=0"
"238.904586","172.217.5.14","2620","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904588","172.217.5.14","2621","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904591","192.167.7.162","2622","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=861833 Win=1492480 Len=0"
"238.904592","172.217.5.14","2623","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904594","172.217.5.14","2624","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904596","192.167.7.162","2625","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=864657 Win=1498240 Len=0"
"238.904602","172.217.5.14","2626","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904604","172.217.5.14","2627","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904606","192.167.7.162","2628","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=867481 Win=1504128 Len=0"
"238.904607","172.217.5.14","2629","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904610","172.217.5.14","2630","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904613","192.167.7.162","2631","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=870305 Win=1510016 Len=0"
"238.904887","172.217.5.14","2632","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904941","172.217.5.14","2633","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904946","192.167.7.162","2634","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=873129 Win=1515776 Len=0"
"238.904961","172.217.5.14","2635","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904993","172.217.5.14","2636","192.167.7.162","TLSv1.3","1466","Application Data"
"238.904997","192.167.7.162","2637","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=875953 Win=1521664 Len=0"
"238.905003","172.217.5.14","2638","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905021","172.217.5.14","2639","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905024","192.167.7.162","2640","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=878777 Win=1527424 Len=0"
"238.905029","172.217.5.14","2641","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905035","172.217.5.14","2642","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905038","192.167.7.162","2643","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=881601 Win=1533312 Len=0"
"238.905073","172.217.5.14","2644","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905083","172.217.5.14","2645","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905086","192.167.7.162","2646","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=884425 Win=1539200 Len=0"
"238.905092","172.217.5.14","2647","192.167.7.162","TLSv1.3","1466","Application Data, Application Data"
"238.905095","172.217.5.14","2648","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905097","192.167.7.162","2649","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=887249 Win=1544960 Len=0"
"238.905099","172.217.5.14","2650","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905145","172.217.5.14","2651","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905152","192.167.7.162","2652","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=890073 Win=1550848 Len=0"
"238.905159","172.217.5.14","2653","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905161","172.217.5.14","2654","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905164","192.167.7.162","2655","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=892897 Win=1556736 Len=0"
"238.905165","172.217.5.14","2656","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905167","172.217.5.14","2657","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905169","192.167.7.162","2658","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=895721 Win=1562496 Len=0"
"238.905170","172.217.5.14","2659","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905172","172.217.5.14","2660","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905174","192.167.7.162","2661","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=898545 Win=1568384 Len=0"
"238.905219","172.217.5.14","2662","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905222","172.217.5.14","2663","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905225","192.167.7.162","2664","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=901369 Win=1574144 Len=0"
"238.905230","172.217.5.14","2665","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905232","172.217.5.14","2666","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905235","192.167.7.162","2667","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=904193 Win=1580032 Len=0"
"238.905236","172.217.5.14","2668","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905240","172.217.5.14","2669","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905243","192.167.7.162","2670","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=907017 Win=1585920 Len=0"
"238.905255","172.217.5.14","2671","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905257","172.217.5.14","2672","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905260","192.167.7.162","2673","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=909841 Win=1591680 Len=0"
"238.905266","172.217.5.14","2674","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905825","172.217.5.14","2675","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905832","192.167.7.162","2676","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=912665 Win=1597568 Len=0"
"238.905882","172.217.5.14","2677","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905905","172.217.5.14","2678","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905909","192.167.7.162","2679","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=915489 Win=1603456 Len=0"
"238.905931","172.217.5.14","2680","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905953","172.217.5.14","2681","192.167.7.162","TLSv1.3","1466","Application Data"
"238.905956","192.167.7.162","2682","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=918313 Win=1609216 Len=0"
"238.906008","172.217.5.14","2683","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906012","172.217.5.14","2684","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906015","192.167.7.162","2685","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=921137 Win=1615104 Len=0"
"238.906021","172.217.5.14","2686","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906023","172.217.5.14","2687","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906025","192.167.7.162","2688","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=923961 Win=1620864 Len=0"
"238.906027","172.217.5.14","2689","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906030","172.217.5.14","2690","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906033","192.167.7.162","2691","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=926785 Win=1626752 Len=0"
"238.906034","172.217.5.14","2692","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906036","172.217.5.14","2693","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906039","192.167.7.162","2694","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=929609 Win=1632640 Len=0"
"238.906046","172.217.5.14","2695","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906051","172.217.5.14","2696","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906053","192.167.7.162","2697","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=932433 Win=1638400 Len=0"
"238.906055","172.217.5.14","2698","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906120","172.217.5.14","2699","192.167.7.162","TLSv1.3","1466","Application Data"
"238.906123","192.167.7.162","2700","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=935257 Win=1644288 Len=0"
"238.906553","142.250.190.42","2701","192.167.7.162","TLSv1.3","85","[TCP Previous segment not captured] , Application Data"
"238.906565","192.167.7.162","2702","142.250.190.42","TCP","66","[TCP Dup ACK 1763#1] 37488  >  443 [ACK] Seq=1013 Ack=4684 Win=64128 Len=0 SLE=5298 SRE=5329"
"238.909720","172.217.5.14","2703","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909751","172.217.5.14","2704","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909754","172.217.5.14","2705","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909755","172.217.5.14","2706","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909763","192.167.7.162","2707","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=938081 Win=1650176 Len=0"
"238.909771","192.167.7.162","2708","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=940905 Win=1655936 Len=0"
"238.909777","172.217.5.14","2709","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909780","172.217.5.14","2710","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909782","192.167.7.162","2711","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=943729 Win=1661824 Len=0"
"238.909783","172.217.5.14","2712","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909796","172.217.5.14","2713","192.167.7.162","TLSv1.3","1466","Application Data"
"238.909799","192.167.7.162","2714","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=946553 Win=1667584 Len=0"
"238.909800","172.217.5.14","2715","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910142","172.217.5.14","2716","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910148","192.167.7.162","2717","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=949377 Win=1673472 Len=0"
"238.910209","172.217.5.14","2718","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910232","172.217.5.14","2719","192.167.7.162","TLSv1.3","1466","Application Data, Application Data"
"238.910236","192.167.7.162","2720","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=952201 Win=1679360 Len=0"
"238.910273","172.217.5.14","2721","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910277","172.217.5.14","2722","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910279","192.167.7.162","2723","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=955025 Win=1685120 Len=0"
"238.910293","172.217.5.14","2724","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910295","172.217.5.14","2725","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910298","192.167.7.162","2726","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=957849 Win=1691008 Len=0"
"238.910304","172.217.5.14","2727","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910306","172.217.5.14","2728","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910309","192.167.7.162","2729","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=960673 Win=1696896 Len=0"
"238.910311","172.217.5.14","2730","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910362","172.217.5.14","2731","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910365","192.167.7.162","2732","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=963497 Win=1702656 Len=0"
"238.910371","172.217.5.14","2733","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910374","172.217.5.14","2734","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910377","192.167.7.162","2735","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=966321 Win=1708544 Len=0"
"238.910378","172.217.5.14","2736","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910379","172.217.5.14","2737","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910381","192.167.7.162","2738","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=969145 Win=1714304 Len=0"
"238.910382","172.217.5.14","2739","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910419","172.217.5.14","2740","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910421","192.167.7.162","2741","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=971969 Win=1720192 Len=0"
"238.910422","172.217.5.14","2742","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910424","172.217.5.14","2743","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910427","192.167.7.162","2744","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=974793 Win=1726080 Len=0"
"238.910428","172.217.5.14","2745","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910430","172.217.5.14","2746","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910432","192.167.7.162","2747","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=977617 Win=1731840 Len=0"
"238.910434","172.217.5.14","2748","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910470","172.217.5.14","2749","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910472","192.167.7.162","2750","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=980441 Win=1737728 Len=0"
"238.910478","172.217.5.14","2751","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910481","172.217.5.14","2752","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910483","192.167.7.162","2753","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=983265 Win=1743616 Len=0"
"238.910485","172.217.5.14","2754","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910487","172.217.5.14","2755","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910489","192.167.7.162","2756","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=986089 Win=1749376 Len=0"
"238.910490","172.217.5.14","2757","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910492","172.217.5.14","2758","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910494","192.167.7.162","2759","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=988913 Win=1755264 Len=0"
"238.910495","172.217.5.14","2760","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910497","172.217.5.14","2761","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910499","192.167.7.162","2762","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=991737 Win=1761024 Len=0"
"238.910499","172.217.5.14","2763","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910501","172.217.5.14","2764","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910503","192.167.7.162","2765","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=994561 Win=1766912 Len=0"
"238.910508","172.217.5.14","2766","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910734","172.217.5.14","2767","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910738","192.167.7.162","2768","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=997385 Win=1772800 Len=0"
"238.910764","172.217.5.14","2769","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910767","172.217.5.14","2770","192.167.7.162","TLSv1.3","1466","Application Data"
"238.910771","192.167.7.162","2771","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1000209 Win=1778560 Len=0"
"238.910983","172.217.5.14","2772","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911033","172.217.5.14","2773","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911037","192.167.7.162","2774","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1003033 Win=1784448 Len=0"
"238.911107","172.217.5.14","2775","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911110","172.217.5.14","2776","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911112","192.167.7.162","2777","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1005857 Win=1790336 Len=0"
"238.911118","172.217.5.14","2778","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911120","172.217.5.14","2779","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911122","192.167.7.162","2780","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1008681 Win=1796096 Len=0"
"238.911123","172.217.5.14","2781","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911125","172.217.5.14","2782","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911128","192.167.7.162","2783","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1011505 Win=1801984 Len=0"
"238.911150","172.217.5.14","2784","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911153","172.217.5.14","2785","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911155","192.167.7.162","2786","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1014329 Win=1807744 Len=0"
"238.911188","172.217.5.14","2787","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911190","172.217.5.14","2788","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911193","192.167.7.162","2789","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1017153 Win=1813632 Len=0"
"238.911198","172.217.5.14","2790","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911201","172.217.5.14","2791","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911202","192.167.7.162","2792","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1019977 Win=1819520 Len=0"
"238.911204","172.217.5.14","2793","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911231","172.217.5.14","2794","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911234","192.167.7.162","2795","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1022801 Win=1825280 Len=0"
"238.911235","172.217.5.14","2796","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911237","172.217.5.14","2797","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911238","192.167.7.162","2798","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1025625 Win=1831168 Len=0"
"238.911240","172.217.5.14","2799","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911248","172.217.5.14","2800","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911251","192.167.7.162","2801","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1028449 Win=1837056 Len=0"
"238.911256","172.217.5.14","2802","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911270","172.217.5.14","2803","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911273","192.167.7.162","2804","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1031273 Win=1842816 Len=0"
"238.911275","172.217.5.14","2805","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911276","172.217.5.14","2806","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911278","192.167.7.162","2807","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1034097 Win=1848704 Len=0"
"238.911283","172.217.5.14","2808","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911286","172.217.5.14","2809","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911290","192.167.7.162","2810","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1036921 Win=1854464 Len=0"
"238.911291","172.217.5.14","2811","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911293","172.217.5.14","2812","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911296","192.167.7.162","2813","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1039745 Win=1860352 Len=0"
"238.911309","172.217.5.14","2814","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911346","172.217.5.14","2815","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911348","172.217.5.14","2816","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911350","172.217.5.14","2817","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911354","192.167.7.162","2818","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1042569 Win=1866240 Len=0"
"238.911360","192.167.7.162","2819","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1045393 Win=1872000 Len=0"
"238.911371","172.217.5.14","2820","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911374","172.217.5.14","2821","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911376","192.167.7.162","2822","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1048217 Win=1877888 Len=0"
"238.911381","172.217.5.14","2823","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911771","172.217.5.14","2824","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911776","192.167.7.162","2825","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1051041 Win=1883776 Len=0"
"238.911821","172.217.5.14","2826","192.167.7.162","TLSv1.3","1466","Application Data, Application Data, Application Data"
"238.911843","172.217.5.14","2827","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911847","192.167.7.162","2828","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1053865 Win=1889536 Len=0"
"238.911852","172.217.5.14","2829","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911866","172.217.5.14","2830","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911870","192.167.7.162","2831","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1056689 Win=1895424 Len=0"
"238.911876","172.217.5.14","2832","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911902","172.217.5.14","2833","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911905","192.167.7.162","2834","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1059513 Win=1901184 Len=0"
"238.911910","172.217.5.14","2835","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911912","172.217.5.14","2836","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911916","192.167.7.162","2837","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1062337 Win=1907072 Len=0"
"238.911923","172.217.5.14","2838","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911926","172.217.5.14","2839","192.167.7.162","TLSv1.3","1466","Application Data"
"238.911929","192.167.7.162","2840","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1065161 Win=1912960 Len=0"
"238.912129","142.250.190.42","2841","192.167.7.162","TCP","668","[TCP Out-Of-Order] 443  >  37488 [PSH, ACK] Seq=4684 Ack=1013 Win=68864 Len=614"
"238.912144","192.167.7.162","2842","142.250.190.42","TCP","54","37488  >  443 [ACK] Seq=1013 Ack=5329 Win=64000 Len=0"
"238.912228","192.167.7.162","2843","142.250.190.42","TLSv1.3","85","Application Data"
"238.912662","172.217.5.14","2844","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912711","172.217.5.14","2845","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912717","192.167.7.162","2846","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1067985 Win=1918720 Len=0"
"238.912743","172.217.5.14","2847","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912747","172.217.5.14","2848","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912750","192.167.7.162","2849","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1070809 Win=1924608 Len=0"
"238.912765","172.217.5.14","2850","192.167.7.162","TLSv1.3","1466","Application Data, Application Data, Application Data"
"238.912767","172.217.5.14","2851","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912770","192.167.7.162","2852","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1073633 Win=1930496 Len=0"
"238.912795","172.217.5.14","2853","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912810","172.217.5.14","2854","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912814","192.167.7.162","2855","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1076457 Win=1936256 Len=0"
"238.912820","172.217.5.14","2856","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912822","172.217.5.14","2857","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912824","192.167.7.162","2858","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1079281 Win=1942144 Len=0"
"238.912849","172.217.5.14","2859","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912851","172.217.5.14","2860","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912853","192.167.7.162","2861","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1082105 Win=1947904 Len=0"
"238.912858","172.217.5.14","2862","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912860","172.217.5.14","2863","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912863","192.167.7.162","2864","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1084929 Win=1953792 Len=0"
"238.912864","172.217.5.14","2865","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912885","172.217.5.14","2866","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912887","192.167.7.162","2867","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3046 Ack=1087753 Win=1959680 Len=0"
"238.912896","192.167.7.162","2868","172.217.5.14","TLSv1.3","93","Application Data"
"238.912914","172.217.5.14","2869","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912917","172.217.5.14","2870","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912919","192.167.7.162","2871","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3085 Ack=1090577 Win=1965440 Len=0"
"238.912937","172.217.5.14","2872","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912940","172.217.5.14","2873","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912943","192.167.7.162","2874","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3085 Ack=1093401 Win=1971328 Len=0"
"238.912959","172.217.5.14","2875","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912962","172.217.5.14","2876","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912964","192.167.7.162","2877","172.217.5.14","TCP","54","38946  >  443 [ACK] Seq=3085 Ack=1096225 Win=1977216 Len=0"
"238.912982","172.217.5.14","2878","192.167.7.162","TLSv1.3","1466","Application Data"
"238.912984","172.217.5.14","2879","192.167.7.162","TLSv1.3","1466","Application Data"
